,"Полож.пед.акселер.,%","Давл.масла двиг.,кПа","Темп.масла двиг.,°С","Обор.двиг.,об/мин",КПП. Температура масла,КПП. Давление масла в системе смазки,Скорость,ДВС. Давление смазки,ДВС. Температура охлаждающей жидкости,"Давление в пневмостистеме (spn46), кПа",Электросистема. Напряжение,ДВС. Частота вращения коленчатого вала,Нейтраль КПП (spn3843),Стояночный тормоз (spn3842),Аварийная температура охлаждающей жидкости (spn3841),Засоренность воздушного фильтра (spn3840),Засоренность фильтра КПП (spn3847),Аварийное давление масла ДВС (spn3846),Засоренность фильтра ДВС (spn3845),Засоренность фильтра рулевого управления (spn3844),Засоренность фильтра навесного оборудования (spn3851),Недопустимый уровень масла в гидробаке (spn3850),Аварийная температура масла в гидросистеме (spn3849),Аварийное давление в I контуре тормозной системы (spn3848),Аварийное давление в II контуре тормозной системы (spn3855),Зарядка АКБ (spn3854),Отопитель (spn3853),Выход блока управления двигателем (spn3852),Включение тормозков (spn3859),Засоренность фильтра слива (spn3858),Аварийная температура масла ДВС(spn3856),Низкий уровень ОЖ (spn3860),Аварийная температура масла ГТР (spn3867),Подогрев топливного фильтра (spn3865)
7817,71.6,392,-273.0,1621.875,-273,1184,0.0,392,82,784,27.9,1621.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7818,73.6,392,-273.0,1615.125,-273,1184,10.3,392,83,776,27.9,1615.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7823,74.8,400,-273.0,1610.75,-273,1184,10.6,400,84,784,27.9,1610.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7831,73.6,388,-273.0,1616.25,-273,1184,10.5,388,84,784,27.9,1616.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7833,70.4,380,-273.0,1576.0,-273,1184,10.3,380,83,784,27.9,1576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7859,76.4,388,-273.0,1611.875,-273,1184,10.5,388,84,768,27.9,1611.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8071,76.0,400,-273.0,1644.625,-273,1184,10.9,400,83,768,27.9,1644.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8092,73.6,400,-273.0,1620.75,-273,1200,10.6,400,84,768,27.9,1620.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8128,72.8,408,-273.0,1604.125,-273,1200,10.3,408,83,784,27.9,1604.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8129,72.0,400,-273.0,1602.0,-273,1200,10.5,400,83,784,27.95,1602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8169,78.8,400,-273.0,1657.5,-273,1200,0.0,400,83,784,27.9,1657.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8177,76.4,400,-273.0,1661.0,-273,1200,0.0,400,83,784,27.85,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8178,75.6,380,-273.0,1599.75,-273,1200,10.3,380,83,784,27.9,1599.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8182,76.4,388,-273.0,1666.875,-273,1200,10.6,388,84,784,27.85,1666.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8199,72.0,380,-273.0,1623.0,-273,1184,10.3,380,83,784,27.85,1623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8204,76.8,388,-273.0,1674.0,-273,1200,10.7,388,83,784,27.85,1674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8518,79.6,420,-273.0,1677.0,-273,1200,10.9,420,83,784,27.85,1677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8612,76.8,396,-273.0,1643.5,-273,1168,10.7,396,83,768,27.85,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8644,78.4,400,-273.0,1634.375,-273,1184,11.9,400,83,784,27.8,1634.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9061,75.6,400,-273.0,1599.75,-273,1184,8.7,400,84,784,27.9,1599.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9265,77.2,408,-273.0,1668.0,-273,1200,10.6,408,82,784,27.8,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9275,75.6,408,-273.0,1625.25,-273,1200,10.7,408,82,784,27.95,1625.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10183,72.8,400,-273.0,1613.0,-273,1200,0.0,400,82,784,27.9,1613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10194,73.6,400,-273.0,1628.625,-273,1200,0.0,400,82,784,27.9,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10195,74.4,408,-273.0,1625.25,-273,1200,0.0,408,82,784,27.9,1625.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10198,73.6,408,-273.0,1674.0,-273,1200,11.7,408,83,776,27.9,1674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10309,76.8,400,-273.0,1643.5,-273,1200,11.7,400,83,768,27.95,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10320,74.0,400,-273.0,1609.625,-273,1200,11.5,400,82,768,27.9,1609.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10322,74.0,400,-273.0,1617.375,-273,1200,11.5,400,83,768,27.9,1617.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10323,74.0,388,-273.0,1598.625,-273,1200,11.5,388,83,760,27.9,1598.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10327,74.8,400,-273.0,1620.75,-273,1200,11.5,400,82,768,27.9,1620.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10328,75.6,408,-273.0,1635.5,-273,1200,11.6,408,81,768,27.9,1635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10329,77.2,408,-273.0,1651.5,-273,1200,11.7,408,82,768,27.95,1651.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10382,73.6,400,-273.0,1605.0,-273,1200,9.3,400,82,768,27.9,1605.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10568,76.8,408,-273.0,1642.375,-273,1184,12.9,408,82,768,27.9,1642.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10576,75.6,400,-273.0,1628.625,-273,1184,0.0,400,82,768,27.9,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10604,76.8,404,-273.0,1624.125,-273,1200,0.0,404,82,784,27.85,1624.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10612,77.6,408,-273.0,1645.75,-273,1200,13.0,408,82,784,27.9,1645.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10618,75.6,400,-273.0,1627.5,-273,1184,12.7,400,82,784,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10619,77.2,400,-273.0,1666.875,-273,1184,13.0,400,82,784,27.9,1666.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10625,73.2,388,-273.0,1598.625,-273,1184,12.5,388,82,784,27.9,1598.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10626,74.4,400,-273.0,1633.125,-273,1184,12.7,400,82,784,27.9,1633.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10646,77.2,408,-273.0,1645.75,-273,1184,13.0,408,82,784,27.9,1645.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10650,72.4,388,-273.0,1588.875,-273,1168,12.5,388,82,784,27.9,1588.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10656,74.4,388,-273.0,1618.5,-273,1184,12.6,388,83,784,27.9,1618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10657,74.4,388,-273.0,1628.625,-273,1184,0.0,388,82,784,27.9,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10658,78.0,400,-273.0,1664.5,-273,1200,11.3,400,82,784,27.95,1664.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10659,74.8,400,-273.0,1627.5,-273,1184,12.6,400,83,784,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10663,77.6,400,-273.0,1687.25,-273,1184,10.8,400,82,784,27.9,1687.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10913,76.8,400,-273.0,1669.25,-273,1200,10.8,400,83,768,27.95,1669.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10916,79.6,420,-273.0,1663.375,-273,1200,10.9,420,83,768,27.9,1663.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10945,77.6,400,-273.0,1661.0,-273,1200,10.7,400,82,784,27.95,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10954,78.4,400,-273.0,1645.75,-273,1200,10.7,400,82,784,27.95,1645.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11143,76.8,408,-273.0,1645.75,-273,1200,10.6,408,83,784,27.9,1645.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11144,76.8,408,-273.0,1621.875,-273,1200,10.8,408,82,784,27.9,1621.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11145,77.2,400,-273.0,1643.0,-273,1200,10.7,400,83,784,27.85,1643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11146,78.0,400,-273.0,1647.0,-273,1200,10.7,400,83,784,27.9,1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11147,78.0,408,-273.0,1691.0,-273,1200,10.9,408,83,784,27.9,1691.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11149,76.8,400,-273.0,1638.875,-273,1200,10.7,400,83,784,27.9,1638.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11155,75.6,400,-273.0,1631.0,-273,1200,10.5,400,83,784,27.95,1631.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11156,75.6,400,-273.0,1640.0,-273,1200,10.6,400,82,784,27.95,1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11158,75.6,396,-273.0,1638.875,-273,1200,10.6,396,83,784,27.85,1638.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11162,78.4,400,-273.0,1657.5,-273,1200,10.7,400,82,784,27.95,1657.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11163,72.8,396,-273.0,1613.0,-273,1200,10.6,396,82,784,27.95,1613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11166,73.2,384,-273.0,1587.875,-273,1200,10.1,384,82,784,27.9,1587.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11167,73.2,392,-273.0,1624.125,-273,1200,0.0,392,82,784,27.9,1624.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11168,76.4,400,-273.0,1686.0,-273,1200,10.8,400,83,784,27.9,1686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11187,76.4,400,-273.0,1632.0,-273,1200,10.9,400,83,784,27.95,1632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11191,75.6,408,-273.0,1617.375,-273,1200,10.7,408,82,784,27.9,1617.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11195,76.0,380,-273.0,1655.0,-273,1200,10.7,380,83,784,27.9,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11245,79.2,400,-273.0,1669.25,-273,1200,10.7,400,83,768,27.85,1669.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11264,75.6,388,-273.0,1571.875,-273,1184,10.5,388,83,784,27.9,1571.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11265,76.8,392,-273.0,1665.625,-273,1184,10.5,392,83,784,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11269,75.6,380,-273.0,1627.5,-273,1184,10.6,380,83,784,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11270,73.6,388,-273.0,1586.75,-273,1184,10.5,388,83,784,27.9,1586.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11272,73.6,388,-273.0,1596.5,-273,1184,10.4,388,82,784,27.9,1596.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11273,74.4,380,-273.0,1628.625,-273,1184,10.4,380,82,784,27.9,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11275,75.2,380,-273.0,1624.0,-273,1184,0.0,380,83,784,27.9,1624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11276,77.6,388,-273.0,1671.625,-273,1184,10.6,388,83,784,27.9,1671.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11277,77.2,380,-273.0,1627.5,-273,1184,10.6,380,83,784,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11279,79.2,400,-273.0,1658.0,-273,1184,10.7,400,84,784,27.9,1658.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11280,78.0,388,-273.0,1648.0,-273,1184,10.9,388,83,784,27.9,1648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11282,78.4,400,-273.0,1629.75,-273,1184,10.7,400,82,784,27.9,1629.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11283,77.2,388,-273.0,1638.875,-273,1184,0.0,388,83,784,27.9,1638.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11284,78.0,388,-273.0,1674.0,-273,1184,10.8,388,83,784,27.9,1674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11285,77.2,388,-273.0,1656.25,-273,1184,10.8,388,83,784,27.9,1656.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11286,74.4,388,-273.0,1591.0,-273,1184,10.6,388,82,784,27.9,1591.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11288,72.8,380,-273.0,1635.5,-273,1184,10.5,380,83,784,27.9,1635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11291,77.2,400,-273.0,1656.25,-273,1200,10.7,400,83,768,27.9,1656.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11296,79.2,400,-273.0,1680.0,-273,1200,10.8,400,83,768,27.9,1680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11300,76.0,400,-273.0,1600.875,-273,1184,10.6,400,82,760,27.9,1600.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11304,75.2,388,-273.0,1632.0,-273,1184,10.5,388,83,760,27.9,1632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11319,76.0,388,-273.0,1621.875,-273,1184,0.0,388,82,768,27.9,1621.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11323,76.4,400,-273.0,1686.0,-273,1184,11.1,400,83,768,27.85,1686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11324,78.0,400,-273.0,1676.5,-273,1184,10.9,400,84,768,27.9,1676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11325,76.0,380,-273.0,1635.5,-273,1184,10.5,380,83,768,27.9,1635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11328,74.8,388,-273.0,1588.875,-273,1184,10.4,388,82,768,27.9,1588.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11331,74.4,388,-273.0,1629.75,-273,1184,10.7,388,82,768,27.9,1629.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11332,74.0,388,-273.0,1632.0,-273,1200,10.6,388,82,768,27.9,1632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11338,76.8,400,-273.0,1640.0,-273,1200,10.7,400,82,768,27.9,1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11487,74.4,408,-273.0,1634.375,-273,1200,10.6,408,82,784,27.9,1634.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11489,76.0,408,-273.0,1634.375,-273,1200,10.6,408,83,784,27.9,1634.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11490,75.6,400,-273.0,1642.0,-273,1200,0.0,400,82,784,27.9,1642.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11492,73.2,400,-273.0,1603.0,-273,1200,10.4,400,83,784,27.9,1603.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11519,74.8,400,-273.0,1645.75,-273,1184,10.6,400,83,784,27.9,1645.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11520,75.6,400,-273.0,1632.0,-273,1184,10.6,400,82,784,27.9,1632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11525,74.8,408,-273.0,1620.75,-273,1184,10.5,408,82,784,27.9,1620.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11554,74.0,400,-273.0,1588.875,-273,1168,10.3,400,82,776,27.9,1588.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11555,72.4,388,-273.0,1588.875,-273,1184,10.3,388,83,768,27.9,1588.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11558,77.6,408,-273.0,1661.0,-273,1184,10.8,408,83,768,27.85,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11561,74.4,400,-273.0,1614.0,-273,1184,0.0,400,82,776,27.85,1614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11562,76.0,400,-273.0,1654.0,-273,1184,10.6,400,82,768,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11591,78.0,404,-273.0,1658.625,-273,1200,0.0,404,83,784,27.85,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11599,72.4,400,-273.0,1568.625,-273,1168,10.2,400,82,784,27.9,1568.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11600,74.0,420,-273.0,1644.625,-273,1184,10.8,420,82,784,27.9,1644.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11605,72.8,388,-273.0,1584.5,-273,1168,10.3,388,82,784,27.9,1584.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11607,72.4,400,-273.0,1609.0,-273,1184,0.0,400,83,784,27.9,1609.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11614,74.8,392,-273.0,1648.125,-273,1168,10.4,392,82,784,27.9,1648.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11615,70.4,400,-273.0,1634.375,-273,1184,10.6,400,82,784,27.9,1634.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11618,72.8,392,-273.0,1627.5,-273,1168,10.4,392,83,784,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11651,72.8,388,-273.0,1583.0,-273,1168,10.4,388,83,784,27.9,1583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11668,72.8,400,-273.0,1592.125,-273,1200,10.3,400,82,784,27.9,1592.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11671,76.8,420,-273.0,1654.0,-273,1200,10.8,420,82,784,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11672,74.4,400,-273.0,1661.0,-273,1200,0.0,400,82,784,27.9,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11676,76.0,400,-273.0,1644.625,-273,1200,10.5,400,82,784,27.9,1644.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11681,72.4,400,-273.0,1606.375,-273,1200,10.6,400,82,784,27.85,1606.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11706,75.2,400,-273.0,1642.375,-273,1184,10.7,400,82,784,27.9,1642.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11707,73.2,396,-273.0,1600.875,-273,1184,0.0,396,82,784,27.9,1600.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11709,76.4,400,-273.0,1623.0,-273,1184,10.7,400,81,784,27.85,1623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710,74.0,400,-273.0,1606.375,-273,1184,0.0,400,82,784,27.9,1606.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11717,75.6,396,-273.0,1599.75,-273,1184,0.0,396,82,784,27.9,1599.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11730,78.0,408,-273.0,1657.0,-273,1200,10.8,408,83,768,27.85,1657.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11754,77.6,420,-273.0,1670.5,-273,1200,10.8,420,82,784,27.9,1670.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11807,72.8,388,-273.0,1620.75,-273,1152,10.6,388,82,784,27.9,1620.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11875,76.8,400,-273.0,1633.125,-273,1200,10.5,400,82,784,27.95,1633.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11886,68.8,388,-273.0,1594.25,-273,1184,10.2,388,82,784,27.9,1594.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11890,71.6,408,-273.0,1618.5,-273,1184,10.6,408,82,784,27.9,1618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11892,74.0,400,-273.0,1604.125,-273,1184,0.0,400,83,784,27.9,1604.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11899,72.0,388,-273.0,1596.5,-273,1184,10.4,388,82,784,27.9,1596.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11913,73.2,400,-273.0,1599.75,-273,1200,10.6,400,82,784,27.9,1599.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11916,77.2,408,-273.0,1668.0,-273,1200,0.0,408,82,784,27.9,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11923,72.4,400,-273.0,1577.125,-273,1184,10.6,400,83,784,27.9,1577.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11945,72.0,400,-273.0,1616.25,-273,1168,10.4,400,82,768,27.9,1616.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11948,72.8,400,-273.0,1619.625,-273,1168,10.3,400,81,768,27.9,1619.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11955,75.6,400,-273.0,1618.5,-273,1168,0.0,400,82,768,27.9,1618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11956,75.6,388,-273.0,1654.0,-273,1168,10.5,388,83,768,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962,73.2,388,-273.0,1592.125,-273,1168,10.5,388,82,768,27.9,1592.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11964,75.6,408,-273.0,1619.625,-273,1168,10.6,408,82,768,27.9,1619.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11965,75.6,400,-273.0,1654.0,-273,1168,10.8,400,82,768,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11966,76.8,400,-273.0,1663.375,-273,1168,10.9,400,82,768,27.9,1663.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11968,76.4,400,-273.0,1619.625,-273,1168,10.7,400,82,768,27.9,1619.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11971,75.6,400,-273.0,1625.25,-273,1168,10.7,400,82,768,27.9,1625.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
